year,lrf.m,lrf.sd,lrf.se,year,lff.m,lff.sd,lff.se,year,lcf.m,lcf.sd,lcf.se,year,stdi.m,stdi.sd,stdi.se,year,smdi.m,smdi.sd,smdi.se,year,tsdi.m,tsdi.sd,tsdi.se,year,leach.m,leach.sd,leach.se
211,53.03538081,1.938226134,0.553778896,211,28.81819922,1.043940116,0.298268605,211,32.98341933,1.157605846,0.330744528,211,34.56107096,3.424133237,0.978323782,211,-0.031327058,0.221515755,0.063290216,211,34.60038264,3.399337735,0.971239353,211,0.386606352,0.235235584,0.067210167
212,53.05503445,1.939850876,0.554243107,212,28.79552838,1.045253293,0.298643798,212,32.90198352,1.159972971,0.331420849,212,34.5822121,3.428408618,0.97954532,212,-0.031317355,0.221447144,0.063270613,212,34.62150645,3.403643899,0.972469685,212,0.386885105,0.235197056,0.067199159
213,53.07288768,1.94142626,0.554693217,213,28.77280504,1.046438466,0.298982419,213,32.82195353,1.162520097,0.332148599,213,34.59944469,3.432465955,0.980704559,213,-0.031307625,0.221378342,0.063250955,213,34.63872176,3.4077316,0.9736376,213,0.387164173,0.235158498,0.067188142
214,53.08931926,1.942955007,0.555130002,214,28.75007756,1.047508141,0.29928804,214,32.74336506,1.165174763,0.332907075,214,34.61344051,3.436323604,0.981806744,214,-0.031297883,0.221309452,0.063231272,214,34.65270033,3.411619311,0.974748375,214,0.387443434,0.235119928,0.067177122
215,53.10495799,1.944456796,0.555559085,215,28.72843245,1.048480143,0.299565755,215,32.66639088,1.167871635,0.33367761,215,34.63257446,3.440788511,0.983082432,215,-0.031296858,0.221302208,0.063229202,215,34.67183232,3.416105772,0.976030221,215,0.387584359,0.23510047,0.067171563
216,53.12043213,1.945948022,0.555985149,216,28.70907288,1.049370467,0.299820133,216,32.59123339,1.170557228,0.334444922,216,34.66089453,3.446214736,0.984632782,216,-0.031307925,0.221380458,0.063251559,216,34.70017155,3.421541699,0.977583343,216,0.387534241,0.23510739,0.06717354
217,53.13560594,1.947409617,0.556402748,217,28.69145698,1.050179883,0.300051395,217,32.51782149,1.173178137,0.335193753,217,34.68840177,3.451543523,0.986155292,217,-0.031319034,0.221459012,0.063274003,217,34.72769801,3.426879826,0.979108522,217,0.38748413,0.235114309,0.067175517
218,53.15037034,1.948837001,0.556810572,218,28.67528336,1.050914019,0.300261148,218,32.44607612,1.175690802,0.335911658,218,34.71491294,3.456751255,0.987643216,218,-0.031330166,0.22153773,0.063296494,218,34.75422842,3.432096815,0.98059909,218,0.387433902,0.235121244,0.067177498
219,53.16469834,1.950229708,0.557208488,219,28.66038698,1.051579392,0.300451255,219,32.37593228,1.178058422,0.33658812,219,34.74040255,3.461833231,0.989095209,219,-0.031341313,0.221616547,0.063319013,219,34.77973731,3.43718791,0.982053688,219,0.387383803,0.235128163,0.067179475
220,53.17853083,1.95158533,0.557595809,220,28.64632587,1.052181345,0.300623241,220,32.30730922,1.180245845,0.337213098,220,34.76374245,3.466679019,0.99047972,220,-0.031357023,0.221727639,0.063350754,220,34.80310159,3.442037988,0.983439425,220,0.387383803,0.235128163,0.067179475
221,53.19164591,1.952894094,0.557969741,221,28.63176802,1.052721905,0.300777687,221,32.24006295,1.182231439,0.337780411,221,34.78138392,3.470950141,0.99170004,221,-0.031390964,0.221967632,0.063419323,221,34.82078789,3.446294811,0.98465566,221,0.387584237,0.235100487,0.067171568
222,53.20412673,1.954163956,0.558332559,222,28.61705485,1.053207179,0.300916337,222,32.17415545,1.184016746,0.338290499,222,34.79759476,3.475066646,0.992876185,222,-0.031424976,0.222208133,0.063488038,222,34.83704366,3.450396646,0.985827613,222,0.387784894,0.235072788,0.067163654
223,53.21605321,1.955397464,0.55868499,223,28.60233788,1.053640707,0.301040202,223,32.10955188,1.185607027,0.338744865,223,34.81258001,3.479043624,0.994012464,223,-0.031458891,0.222447951,0.063556557,223,34.85207375,3.454358527,0.986959579,223,0.387985528,0.2350451,0.067155743
224,53.22747265,1.956595745,0.559027356,224,28.58767644,1.054025281,0.30115008,224,32.04620386,1.187013804,0.339146801,224,34.82647028,3.482887649,0.995110757,224,-0.031492889,0.222688355,0.063625244,224,34.86600896,3.458186809,0.988053374,224,0.388186261,0.235017405,0.06714783
225,53.23841938,1.957759593,0.559359884,225,28.57309356,1.05436345,0.3012467,225,31.98406086,1.188253906,0.339501116,225,34.83936726,3.486603023,0.996172292,225,-0.031526791,0.222928076,0.063693736,225,34.87895078,3.461885983,0.989110281,225,0.388387095,0.234989704,0.067139915
226,53.2487974,1.958883996,0.559681142,226,28.558189,1.054655413,0.301330118,226,31.92302923,1.189344968,0.339812848,226,34.84908799,3.489933693,0.997123912,226,-0.03152626,0.222924322,0.063692663,226,34.88867186,3.465234014,0.990066861,226,0.388644774,0.234954174,0.067129764
227,53.25865394,1.959972425,0.559992121,227,28.54306343,1.054904125,0.301401179,227,31.86307126,1.19030374,0.340086783,227,34.85769285,3.49312301,0.998035146,227,-0.031524989,0.222915332,0.063690095,227,34.89727613,3.468440908,0.990983117,227,0.388903722,0.234918481,0.067119566
228,53.26803956,1.961026521,0.560293292,228,28.52777577,1.055111779,0.301460508,228,31.80415265,1.191147936,0.340327982,228,34.86534518,3.496184784,0.998909938,228,-0.031523715,0.222906324,0.063687521,228,34.90492787,3.471519678,0.991862765,228,0.389162836,0.234882778,0.067109365
229,53.27698833,1.962047237,0.560584925,229,28.51235371,1.055280234,0.301508638,229,31.7462382,1.191896734,0.340541924,229,34.87212571,3.499123913,0.999749689,229,-0.031522442,0.222897324,0.06368495,229,34.91170781,3.474475207,0.992707202,229,0.38942224,0.234847048,0.067099157
230,53.28552712,1.963035379,0.560867251,230,28.49681397,1.055411225,0.301546064,230,31.68929858,1.192568793,0.340733941,230,34.87810409,3.501944908,1.000555688,230,-0.03152117,0.22288833,0.06368238,230,34.91768562,3.477312006,0.993517716,230,0.389681688,0.234811324,0.06708895
231,53.29983114,1.964294766,0.561227076,231,28.48525224,1.055658412,0.301616689,231,31.63560034,1.193264365,0.340932676,231,34.99541774,3.515729497,1.004494142,231,-0.0314649,0.22249044,0.063568697,231,35.03499088,3.491171062,0.997477446,231,0.389809876,0.234793679,0.067083908
232,53.32059695,1.96576203,0.561646294,232,28.47809512,1.056002931,0.301715123,232,31.58562008,1.193992791,0.341140797,232,35.1568317,3.533476188,1.009564625,232,-0.031391534,0.221971666,0.063420476,232,35.19639386,3.509006879,1.002573394,232,0.389896546,0.23478175,0.0670805
233,53.34610517,1.967349062,0.562099732,233,28.47423672,1.056405869,0.301830248,233,31.5389796,1.19476768,0.341362194,233,35.32764595,3.551712233,1.014774924,233,-0.031318632,0.22145617,0.063273191,233,35.36719726,3.527329074,1.007808307,233,0.389983358,0.234769803,0.067077087
234,53.37533802,1.969038024,0.562582292,234,28.47302496,1.056856988,0.30195914,234,31.49540186,1.195615636,0.341604467,234,35.50602308,3.570339859,1.020097103,234,-0.031246011,0.220942661,0.063126475,234,35.54556356,3.546040828,1.013154522,234,0.390070065,0.234757872,0.067073678
235,53.40778879,1.970829124,0.563094035,235,28.47412007,1.057354724,0.30210135,235,31.45469822,1.196559833,0.341874238,235,35.69101676,3.589332875,1.025523679,235,-0.031173644,0.220430952,0.062980272,235,35.73054642,3.565115795,1.018604513,235,0.390156914,0.234745923,0.067070264
236,53.43496766,1.972324461,0.563521275,236,28.47322101,1.057696975,0.302199136,236,31.41369308,1.197507395,0.34214497,236,35.73360416,3.593940512,1.026840146,236,-0.031005197,0.219239852,0.062639958,236,35.77291893,3.569892129,1.01996918,236,0.39019567,0.234740591,0.06706874
237,53.4512993,1.973388816,0.563825376,237,28.46743626,1.057800441,0.302228697,237,31.36994194,1.198424154,0.342406901,237,35.64253921,3.585523054,1.024435158,237,-0.030753866,0.217462672,0.062132192,237,35.6814654,3.561721506,1.017634716,237,0.390193579,0.234740879,0.067068822
238,53.45979239,1.974252261,0.564072075,238,28.45822893,1.05777027,0.302220077,238,31.32392592,1.199359453,0.342674129,238,35.53612043,3.576151787,1.021757653,238,-0.030501266,0.215676523,0.061621864,238,35.57465809,3.552599965,1.015028561,238,0.390191487,0.234741166,0.067068905
239,53.46266029,1.974971511,0.564277575,239,28.44673662,1.057642053,0.302183444,239,31.27607184,1.200314798,0.342947085,239,35.41822229,3.566072908,1.018877974,239,-0.030247483,0.213882005,0.061109144,239,35.45637136,3.54277124,1.012220354,239,0.390189395,0.234741454,0.067068987
240,53.46092278,1.975554436,0.564444124,240,28.43347002,1.057429394,0.302122684,240,31.22661675,1.201285284,0.343224367,240,35.29067844,3.555354189,1.015815483,240,-0.029992766,0.212080885,0.060594538,240,35.3284391,3.532303131,1.009229466,240,0.390187304,0.234741742,0.067069069
241,53.4570325,1.976090987,0.564597425,241,28.41930797,1.057185767,0.302053076,241,31.17641986,1.202292638,0.343512182,241,35.18903754,3.547523381,1.013578109,241,-0.029816992,0.210837973,0.060239421,241,35.22652833,3.524647981,1.00704228,241,0.39025215,0.234732821,0.06706652
242,53.45500311,1.976727413,0.564779261,242,28.40563235,1.0569945,0.301998429,242,31.12702825,1.203380904,0.343823115,242,35.15590403,3.546751636,1.01335761,242,-0.029810743,0.210793785,0.060226796,242,35.19337671,3.523890757,1.006825931,242,0.390459433,0.234704312,0.067058375
243,53.45384975,1.977344884,0.564955681,243,28.39218915,1.056804481,0.301944137,243,31.07832752,1.204519869,0.344148534,243,35.12406683,3.545961605,1.013131887,243,-0.0298046,0.210750351,0.060214386,243,35.16152138,3.52311441,1.006604117,243,0.390666823,0.234675795,0.067050227
244,53.45270511,1.977912716,0.565117919,244,28.37860884,1.05659899,0.301885426,244,31.03018261,1.205698403,0.344485258,244,35.09208992,3.545043363,1.012869532,244,-0.029798509,0.210707279,0.06020208,244,35.12952635,3.522210321,1.006345806,244,0.390874319,0.234647273,0.067042078
245,53.45124507,1.978425917,0.565264548,245,28.36475869,1.056372084,0.301820595,245,30.98254194,1.206905182,0.344830052,245,35.0594545,3.543974882,1.012564252,245,-0.029792429,0.210664289,0.060189797,245,35.09687282,3.521156389,1.006044683,245,0.391081922,0.234618743,0.067033927
246,53.44950797,1.978893912,0.565398261,246,28.350208,1.056126733,0.301750495,246,30.93544569,1.208126987,0.345179139,246,35.02876913,3.543036048,1.012296014,246,-0.029788214,0.210634479,0.06018128,246,35.06617313,3.52023054,1.005780154,246,0.391368353,0.234579395,0.067022684
247,53.44882616,1.979384863,0.565538532,247,28.33158136,1.055903472,0.301686706,247,30.88939123,1.209364765,0.34553279,247,35.02247872,3.544475386,1.012707253,247,-0.029800958,0.210724596,0.060207027,247,35.05990283,3.521667349,1.006190671,247,0.392363932,0.234442747,0.066983642
248,53.44887861,1.979864361,0.565675532,248,28.30995507,1.055679175,0.301622621,248,30.84431827,1.210590016,0.345882862,248,35.01734385,3.545910596,1.013117313,248,-0.029813611,0.210814062,0.060232589,248,35.05478791,3.523099374,1.006599821,248,0.393361851,0.234305966,0.066944562
249,53.44935689,1.98032532,0.565807234,249,28.28573787,1.055441968,0.301554848,249,30.80015383,1.211782858,0.346223674,249,35.01293326,3.547324078,1.013521165,249,-0.029826251,0.210903446,0.060258127,249,35.05039722,3.524509082,1.007002595,249,0.39436237,0.234169018,0.066905434
250,53.45013129,1.980768027,0.565933722,250,28.25917568,1.055184041,0.301481155,250,30.7568487,1.212921392,0.346548969,250,35.00908102,3.548713867,1.013918248,250,-0.029838982,0.210993463,0.060283847,250,35.046565,3.525894381,1.007398395,250,0.395365378,0.234031921,0.066866263
251,53.45114124,1.981194378,0.566055537,251,28.23044158,1.054899837,0.301399953,251,30.71436217,1.213982095,0.346852027,251,35.00570026,3.550079099,1.014308314,251,-0.029851607,0.211082736,0.060309353,251,35.04320412,3.527254591,1.007787026,251,0.396370887,0.233894673,0.06682705
252,53.45177832,1.981577822,0.566165092,252,28.20459503,1.054559774,0.301302793,252,30.67244845,1.214935894,0.347124541,252,34.99269662,3.550414901,1.014404257,252,-0.029854295,0.211101747,0.060314785,252,35.03020247,3.527593675,1.007883907,252,0.396491722,0.233878193,0.066822341
253,53.45206149,1.981930945,0.566265984,253,28.18103314,1.054171284,0.301191795,253,30.63105971,1.215768955,0.347362559,253,34.97819371,3.550554957,1.014444273,253,-0.029855645,0.211111291,0.060317512,253,35.01569915,3.527737819,1.007925091,253,0.396491722,0.233878193,0.066822341
254,53.45211865,1.982260925,0.566360264,254,28.1590711,1.053744355,0.301069816,254,30.59018345,1.216468799,0.347562514,254,34.96356016,3.550627353,1.014464958,254,-0.02985702,0.211121016,0.06032029,254,35.00106524,3.527814082,1.007946881,254,0.396491722,0.233878193,0.066822341
255,53.45201329,1.982570097,0.566448599,255,28.13839397,1.053286968,0.300939134,255,30.54979672,1.217025277,0.347721508,255,34.94880878,3.55062966,1.014465617,255,-0.029858412,0.21113086,0.060323103,255,34.98631351,3.527820119,1.007948605,255,0.396491722,0.233878193,0.066822341
256,53.45177484,1.982859462,0.566531275,256,28.11883247,1.052805436,0.300801553,256,30.50987304,1.217429826,0.347837093,256,34.9339456,3.550563401,1.014446686,256,-0.029859815,0.211140777,0.060325936,256,34.97145,3.527757435,1.007930696,256,0.396491722,0.233878193,0.066822341
257,53.45168712,1.983142904,0.566612258,257,28.09934711,1.052313614,0.300661033,257,30.47048146,1.217680195,0.347908627,257,34.92374916,3.550915554,1.014547301,257,-0.029871865,0.211225982,0.060350281,257,34.96126913,3.528102949,1.008029414,257,0.396674105,0.233853323,0.066815235
258,53.45184362,1.983421022,0.566691721,258,28.07965208,1.05181544,0.300518697,258,30.43163373,1.217775384,0.347935824,258,34.91625062,3.551475661,1.014707332,258,-0.029889386,0.211349879,0.06038568,258,34.95379434,3.528650937,1.008185982,258,0.396950649,0.233815626,0.066804465
259,53.45216503,1.983689191,0.56676834,259,28.05993298,1.051309051,0.300374015,259,30.39328373,1.217716899,0.347919114,259,34.90909813,3.552004581,1.014858452,259,-0.029906913,0.211473808,0.060421088,259,34.94666558,3.529167346,1.008333527,259,0.397227383,0.233777917,0.066793691
260,53.4526007,1.98394687,0.566841963,260,28.04025219,1.050793838,0.300226811,260,30.35538757,1.217509725,0.347859922,260,34.90223441,3.552502402,1.015000686,260,-0.029924524,0.211598339,0.060456668,260,34.93982571,3.529652184,1.008472052,260,0.397504432,0.233740181,0.066782909
261,53.45312776,1.984194608,0.566912745,261,28.02063529,1.050269713,0.300077061,261,30.31790492,1.217162234,0.347760638,261,34.89563172,3.552969623,1.015134178,261,-0.029942048,0.211722252,0.060492072,261,34.93324676,3.530106119,1.008601748,261,0.397781547,0.233702449,0.066772128
262,53.45365368,1.984429103,0.566979744,262,28.00177737,1.04973329,0.299923797,262,30.28077081,1.216682844,0.34762367,262,34.88786453,3.553273637,1.015221039,262,-0.02996605,0.211891969,0.060540563,262,34.92551068,3.530390181,1.008682909,262,0.397934787,0.233681591,0.066766169
263,53.45408518,1.98464808,0.567042308,263,27.98436007,1.049182435,0.29976641,263,30.24391883,1.216079933,0.34745141,263,34.87846829,3.553374492,1.015249855,263,-0.029998416,0.212120833,0.060605952,263,34.91615512,3.530462622,1.008703606,263,0.397930146,0.233682223,0.066766349
264,53.45445556,1.984855479,0.567101565,264,27.96805169,1.048621758,0.299606217,264,30.20732567,1.215363107,0.347246602,264,34.86914979,3.553436023,1.015267435,264,-0.030030702,0.21234913,0.06067118,264,34.90687721,3.530495553,1.008713015,264,0.39792538,0.233682871,0.066766535
265,53.45479097,1.985052665,0.567157904,265,27.95269572,1.048054894,0.299444255,265,30.17096946,1.214540963,0.347011704,265,34.85992121,3.553458318,1.015273805,265,-0.030063088,0.212578133,0.06073661,265,34.89768933,3.530488932,1.008711123,265,0.39792074,0.233683503,0.066766715
266,53.45510231,1.98524029,0.567211511,266,27.93820035,1.047484825,0.299281378,266,30.13482774,1.213621969,0.346749134,266,34.85078291,3.553442185,1.015269196,266,-0.030095387,0.212806523,0.060801864,266,34.88859164,3.530443757,1.008698216,266,0.397916099,0.233684134,0.066766896
267,53.45539467,1.985418879,0.567262537,267,27.92449561,1.04691404,0.299118297,267,30.09887906,1.212614006,0.346461144,267,34.84174107,3.553383109,1.015252317,267,-0.030120596,0.21298478,0.060852794,267,34.87958148,3.530362238,1.008674925,267,0.397912462,0.233684629,0.066767037
268,53.45567092,1.985589031,0.567311152,268,27.91151109,1.046344692,0.298955626,268,30.06310309,1.211524412,0.346149832,268,34.8328127,3.553266742,1.015219069,268,-0.030120377,0.212983231,0.060852352,268,34.87065283,3.53024764,1.008642183,268,0.397912462,0.233684629,0.066767037
269,53.45593231,1.985750868,0.567357391,269,27.89920977,1.045778246,0.298793785,269,30.02748046,1.210360076,0.345817164,269,34.82397343,3.553117182,1.015176338,269,-0.030120161,0.212981703,0.060851915,269,34.8618133,3.530099632,1.008599895,269,0.397912462,0.233684629,0.066767037
270,53.45617996,1.985904774,0.567401364,270,27.88755565,1.045216074,0.298633164,270,29.99199395,1.209127798,0.345465085,270,34.81522477,3.552936251,1.015124643,270,-0.030119948,0.212980195,0.060851484,270,34.85306437,3.529920034,1.008548581,270,0.397912462,0.233684629,0.066767037
271,53.45641475,1.986051124,0.567443178,271,27.87651446,1.044659349,0.2984741,271,29.9566277,1.207834099,0.345095457,271,34.80656779,3.552725635,1.015064467,271,-0.030119737,0.212978705,0.060851059,271,34.84440713,3.529710536,1.008488725,271,0.397912462,0.233684629,0.066767037
272,53.45663741,1.98619028,0.567482937,272,27.86605376,1.04410909,0.298316883,272,29.92136709,1.206485466,0.344710133,272,34.79800315,3.552486942,1.014996269,272,-0.030119529,0.212977231,0.060850637,272,34.83584223,3.529472753,1.008420786,272,0.397912462,0.233684629,0.066767037
